employee_id,department,level,tenure_years,salary,performance_tier,flight_risk_score,ai_displacement_score,skills,manager_id,employment_type,location
EMP23531,Finance & Risk,C-Suite,9.9,507986,Exceeds,0.63,0.85,"Process Automation, Change Management",,FTE,Toronto
EMP23532,Technology,Senior Analyst,24.4,90988,Top,0.25,0.49,"Excel Advanced, Change Management, Agile",EMP9050,FTE,Montreal
EMP23533,Customer Experience,VP,2.8,273576,Meets,0.21,0.34,"SQL, Strategic Planning, Project Management",EMP3411,FTE,Toronto
EMP23534,Customer Experience,Senior Analyst,1.6,88129,Top,0.87,0.52,"Change Management, Project Management, Risk Assessment, Stakeholder Communication, Excel Advanced",EMP1971,FTE,Toronto
EMP23535,Technology,Analyst,2.2,71683,Meets,0.26,0.43,"Strategic Planning, SQL, Process Automation, Financial Modelling, Cloud Computing",EMP9279,FTE,Toronto
EMP23536,Customer Experience,Analyst,0.5,66667,Exceeds,0.8,0.64,"Excel Advanced, Financial Modelling, Strategic Planning, Process Automation, Natural Language Processing",EMP5495,FTE,Montreal
EMP23537,Operations,Manager,2.8,106026,Meets,0.17,0.82,"Risk Assessment, Python, Machine Learning",EMP7992,Contract,Toronto
EMP23538,Human Resources,Senior Analyst,2.6,88157,Exceeds,0.26,0.54,"Cloud Computing, Machine Learning, Project Management, Compliance",EMP4577,FTE,Remote
EMP23539,Technology,Analyst,3.9,70309,Top,0.33,0.32,"Natural Language Processing, Cloud Computing, Strategic Planning",EMP4907,FTE,Vancouver
EMP23540,Compliance & Legal,Senior Manager,2.8,152398,Exceeds,0.8,0.45,"Python, Data Analysis, Stakeholder Communication, Agile",EMP3396,FTE,Remote
EMP23541,Finance & Risk,Manager,0.0,101087,Top,0.38,0.59,"Excel Advanced, Risk Assessment",EMP4563,FTE,Toronto
EMP23542,Finance & Risk,Manager,1.1,121072,Top,0.81,0.59,"Machine Learning, Excel Advanced, Project Management",EMP8931,FTE,Calgary
EMP23543,Compliance & Legal,Analyst,2.6,61414,Exceeds,0.61,0.5,"Process Automation, Python, Strategic Planning, SQL, Financial Modelling",EMP7857,Contract,Calgary
EMP23544,Finance & Risk,Senior Analyst,3.6,83223,Meets,0.12,0.7,"Financial Modelling, Stakeholder Communication, Python, Change Management",EMP7541,FTE,Toronto
EMP23545,Customer Experience,Analyst,0.3,65675,Meets,0.55,0.65,"Risk Assessment, Strategic Planning",EMP9041,FTE,Toronto
EMP23546,Sales & Distribution,Director,0.8,217103,Low,0.49,0.41,"Stakeholder Communication, Compliance",EMP3340,FTE,Toronto
EMP23547,Customer Experience,Analyst,3.7,70820,Meets,0.14,0.32,"Natural Language Processing, Agile, Power BI, Risk Assessment",EMP6867,FTE,Toronto
EMP23548,Operations,Senior Manager,0.4,138468,Meets,0.16,0.73,"Project Management, Stakeholder Communication, Change Management, Natural Language Processing",EMP2274,FTE,Toronto
EMP23549,Operations,Director,1.0,212776,Meets,0.26,0.95,"Data Analysis, Project Management, Excel Advanced, Power BI",EMP3545,Contract,Montreal
EMP23550,Finance & Risk,Senior Manager,1.6,154045,Meets,0.36,0.63,"SQL, Financial Modelling, Data Analysis",EMP8103,FTE,Toronto
EMP23551,Operations,Senior Manager,1.8,138308,Exceeds,1.0,0.77,"Power BI, Financial Modelling, Agile",EMP2509,FTE,Toronto
EMP23552,Compliance & Legal,Senior Analyst,4.3,80556,Meets,0.14,0.5,"Process Automation, Project Management, Strategic Planning",EMP9583,FTE,Vancouver
EMP23553,Customer Experience,Senior Analyst,2.8,99302,Exceeds,0.62,0.55,"Process Automation, Natural Language Processing, Risk Assessment",EMP4428,FTE,Remote
EMP23554,Finance & Risk,Senior Analyst,3.3,84968,Meets,0.51,0.85,"Project Management, Cloud Computing, Financial Modelling",EMP9784,FTE,Toronto
EMP23555,Operations,Analyst,2.6,74421,Meets,0.29,0.72,"Process Automation, Stakeholder Communication, SQL",EMP7353,Contract,Remote
EMP23556,Technology,Analyst,9.3,68807,Meets,0.38,0.38,"Data Analysis, Machine Learning, SQL, Excel Advanced",EMP8174,Contract,Vancouver
EMP23557,Operations,Manager,1.2,111130,Developing,0.48,0.68,"Excel Advanced, Stakeholder Communication, Cloud Computing, Process Automation, Project Management",EMP4006,FTE,Remote
EMP23558,Strategy & Analytics,Senior Analyst,1.9,96522,Exceeds,0.61,0.1,"Stakeholder Communication, Strategic Planning, Natural Language Processing, Project Management, Process Automation",EMP8966,FTE,Toronto
EMP23559,Finance & Risk,Senior Analyst,10.5,91865,Exceeds,0.25,0.68,"Power BI, Strategic Planning, Risk Assessment",EMP6019,FTE,Vancouver
EMP23560,Finance & Risk,Analyst,4.9,64355,Meets,0.18,0.66,"Stakeholder Communication, Cloud Computing",EMP5749,FTE,Remote
EMP23561,Operations,Senior Analyst,5.9,87439,Low,0.25,0.82,"Excel Advanced, Project Management, Stakeholder Communication, Risk Assessment",EMP7456,FTE,Vancouver
EMP23562,Finance & Risk,Senior Manager,6.3,149286,Meets,0.08,0.6,"Power BI, Strategic Planning, Machine Learning, Python",EMP3621,Contract,Vancouver
EMP23563,Finance & Risk,Analyst,4.7,68691,Meets,0.17,0.51,"Stakeholder Communication, Process Automation, Python, Strategic Planning, Agile",EMP8667,FTE,Remote
EMP23564,Technology,Senior Analyst,16.4,81044,Developing,0.67,0.44,"Strategic Planning, Data Analysis, Process Automation, Stakeholder Communication, Natural Language Processing",EMP3653,Contract,Remote
EMP23565,Customer Experience,Senior Analyst,5.3,83452,Meets,0.35,0.74,"Agile, Natural Language Processing, Change Management",EMP5481,Contract,Vancouver
EMP23566,Customer Experience,Manager,1.0,125688,Meets,0.51,0.61,"Strategic Planning, Data Analysis, Compliance",EMP9543,FTE,Vancouver
EMP23567,Technology,Manager,1.9,134129,Low,0.03,0.3,"Power BI, Agile, Financial Modelling",EMP3684,FTE,Montreal
EMP23568,Compliance & Legal,Analyst,0.8,59565,Exceeds,0.46,0.66,"Data Analysis, Process Automation, Cloud Computing, Change Management, Agile",EMP1015,FTE,Toronto
EMP23569,Operations,VP,2.7,283966,Exceeds,0.28,0.7,"Strategic Planning, Python, Financial Modelling",EMP1104,FTE,Vancouver
EMP23570,Strategy & Analytics,Analyst,8.9,63626,Developing,0.14,0.18,"Change Management, Machine Learning",EMP8395,FTE,Toronto
EMP23571,Human Resources,Director,2.4,196267,Exceeds,0.05,0.58,"Project Management, Natural Language Processing, Machine Learning, Financial Modelling, Power BI",EMP3674,Contract,Remote
EMP23572,Technology,Manager,0.0,120774,Exceeds,0.21,0.39,"Change Management, Cloud Computing",EMP4521,FTE,Remote
EMP23573,Operations,Senior Manager,0.2,140209,Developing,0.38,0.59,"SQL, Excel Advanced, Compliance, Machine Learning",EMP1873,FTE,Vancouver
EMP23574,Strategy & Analytics,Manager,7.4,119317,Exceeds,0.46,0.49,"Project Management, Excel Advanced, Cloud Computing, Risk Assessment",EMP2060,FTE,Vancouver
EMP23575,Operations,Senior Manager,3.8,138279,Meets,0.1,0.7,"Power BI, Risk Assessment, Process Automation, Data Analysis",EMP5462,FTE,Toronto
EMP23576,Customer Experience,VP,4.7,306387,Meets,0.37,0.69,"Strategic Planning, Machine Learning, Change Management",EMP7748,FTE,Montreal
EMP23577,Compliance & Legal,Manager,3.3,123315,Meets,0.48,0.24,"Financial Modelling, Natural Language Processing, Change Management, Project Management, SQL",EMP2786,FTE,Calgary
EMP23578,Technology,Senior Manager,1.6,151439,Meets,0.02,0.45,"Machine Learning, Stakeholder Communication, Excel Advanced",EMP8348,FTE,Toronto
EMP23579,Operations,Senior Manager,7.3,152311,Meets,0.37,0.6,"Natural Language Processing, Data Analysis, Stakeholder Communication, Process Automation",EMP4650,Contract,Calgary
EMP23580,Finance & Risk,Analyst,12.7,67799,Meets,0.3,0.71,"Risk Assessment, Project Management, Financial Modelling",EMP5615,FTE,Calgary
EMP23581,Compliance & Legal,Senior Manager,11.1,161784,Low,0.4,0.4,"SQL, Financial Modelling, Excel Advanced, Python",EMP6026,FTE,Vancouver
EMP23582,Sales & Distribution,Analyst,3.7,64751,Low,0.25,0.25,"Project Management, Cloud Computing, Power BI",EMP6216,FTE,Toronto
EMP23583,Finance & Risk,Senior Analyst,2.1,75848,Meets,0.0,0.48,"Project Management, Risk Assessment",EMP8067,FTE,Vancouver
EMP23584,Technology,Senior Analyst,0.7,98413,Developing,0.63,0.22,"Machine Learning, Process Automation",EMP3145,FTE,Montreal
EMP23585,Finance & Risk,Manager,4.6,131945,Exceeds,0.74,0.61,"Data Analysis, Stakeholder Communication",EMP8198,FTE,Montreal
EMP23586,Sales & Distribution,Senior Manager,2.2,166697,Meets,0.46,0.54,"Risk Assessment, Power BI, Stakeholder Communication, Python, Financial Modelling",EMP1191,FTE,Vancouver
EMP23587,Finance & Risk,Senior Analyst,4.2,96300,Meets,0.28,0.49,"Python, Machine Learning, SQL, Financial Modelling",EMP8336,FTE,Montreal
EMP23588,Operations,Manager,1.7,105410,Exceeds,0.12,0.61,"Data Analysis, SQL, Project Management",EMP4928,FTE,Montreal
EMP23589,Human Resources,Senior Analyst,1.0,96001,Low,0.51,0.42,"Change Management, Financial Modelling, Stakeholder Communication, Natural Language Processing, Data Analysis",EMP3358,FTE,Vancouver
EMP23590,Sales & Distribution,Senior Analyst,10.4,89344,Meets,0.38,0.5,"Change Management, Agile",EMP9064,Contract,Montreal
EMP23591,Finance & Risk,Senior Manager,1.8,168313,Low,0.21,0.71,"Data Analysis, Machine Learning, Excel Advanced, Python, Stakeholder Communication",EMP8252,FTE,Vancouver
EMP23592,Operations,Senior Analyst,0.5,76010,Meets,0.36,0.79,"Excel Advanced, Natural Language Processing, Machine Learning, Agile",EMP9732,FTE,Montreal
EMP23593,Operations,Senior Manager,0.9,164350,Meets,0.98,0.53,"Cloud Computing, Power BI",EMP1770,FTE,Toronto
EMP23594,Technology,Senior Analyst,0.7,81143,Top,0.86,0.05,"Power BI, Financial Modelling, Cloud Computing, Python",EMP7876,FTE,Montreal
EMP23595,Sales & Distribution,Analyst,7.1,71626,Meets,0.14,0.51,"Risk Assessment, Python, Power BI",EMP2278,FTE,Vancouver
EMP23596,Operations,Manager,11.7,108452,Meets,0.19,0.86,"Python, Natural Language Processing, Compliance",EMP3367,FTE,Vancouver
EMP23597,Customer Experience,Analyst,5.8,63555,Exceeds,0.21,0.52,"Process Automation, Machine Learning, Stakeholder Communication",EMP7678,FTE,Vancouver
EMP23598,Sales & Distribution,C-Suite,1.1,466608,Exceeds,1.0,0.41,"Data Analysis, Machine Learning, Compliance, Risk Assessment",,FTE,Vancouver
EMP23599,Operations,Manager,3.0,128257,Meets,0.35,0.62,"Natural Language Processing, Power BI",EMP1090,FTE,Calgary
EMP23600,Customer Experience,Director,2.5,210731,Meets,0.08,0.49,"Project Management, Compliance, Machine Learning, Python, Stakeholder Communication",EMP6132,FTE,Vancouver
EMP23601,Finance & Risk,Senior Analyst,2.2,96482,Developing,0.12,0.65,"Strategic Planning, SQL, Cloud Computing, Agile",EMP1127,FTE,Remote
EMP23602,Human Resources,Manager,6.8,117127,Meets,0.05,0.46,"Project Management, Excel Advanced, Data Analysis",EMP8752,FTE,Vancouver
EMP23603,Technology,Senior Analyst,3.9,79002,Exceeds,0.26,0.3,"Data Analysis, Cloud Computing, Python, Excel Advanced, Risk Assessment",EMP3151,Contract,Montreal
EMP23604,Operations,Analyst,1.3,70415,Developing,0.48,0.63,"Agile, Project Management, Risk Assessment, Machine Learning, Change Management",EMP4394,FTE,Vancouver
EMP23605,Sales & Distribution,Senior Analyst,14.3,77345,Meets,0.37,0.41,"Project Management, Stakeholder Communication, Agile",EMP3005,FTE,Vancouver
EMP23606,Customer Experience,Senior Manager,4.2,136673,Developing,0.26,0.75,"Excel Advanced, Natural Language Processing, Cloud Computing",EMP3781,FTE,Toronto
EMP23607,Technology,Senior Manager,4.6,140422,Top,0.49,0.33,"Agile, Machine Learning, Stakeholder Communication",EMP4889,FTE,Remote
EMP23608,Strategy & Analytics,Analyst,0.5,62120,Meets,0.18,0.29,"Strategic Planning, Agile, Risk Assessment, Stakeholder Communication, Financial Modelling",EMP2978,FTE,Montreal
EMP23609,Finance & Risk,Analyst,0.1,61072,Exceeds,1.0,0.58,"Python, Data Analysis",EMP2910,FTE,Toronto
EMP23610,Human Resources,Senior Analyst,2.0,84661,Meets,0.09,0.57,"Strategic Planning, SQL",EMP7358,FTE,Toronto
EMP23611,Strategy & Analytics,Director,0.1,186458,Low,0.32,0.33,"Excel Advanced, Python, Risk Assessment, Project Management, SQL",EMP4336,FTE,Toronto
EMP23612,Customer Experience,Analyst,4.8,74902,Exceeds,0.36,0.51,"Python, SQL, Risk Assessment, Strategic Planning, Process Automation",EMP7588,FTE,Vancouver
EMP23613,Sales & Distribution,Manager,5.7,118513,Meets,0.57,0.75,"Natural Language Processing, Project Management, Agile, Financial Modelling, Cloud Computing",EMP3189,FTE,Vancouver
EMP23614,Compliance & Legal,Senior Manager,5.4,163239,Exceeds,0.5,0.43,"Cloud Computing, Machine Learning, Compliance, Financial Modelling, SQL",EMP1381,FTE,Remote
EMP23615,Operations,Senior Manager,2.0,154472,Exceeds,0.37,0.66,"Data Analysis, Risk Assessment, Process Automation, Natural Language Processing, Project Management",EMP1213,FTE,Calgary
EMP23616,Operations,Analyst,0.9,64018,Exceeds,1.0,0.88,"Agile, Financial Modelling, Cloud Computing, Compliance",EMP6743,FTE,Vancouver
EMP23617,Compliance & Legal,Manager,1.5,119257,Developing,0.28,0.41,"Agile, Process Automation, Data Analysis, Strategic Planning, Compliance",EMP8183,FTE,Toronto
EMP23618,Sales & Distribution,Analyst,0.8,59870,Exceeds,0.6,0.55,"Machine Learning, Financial Modelling, Strategic Planning, Natural Language Processing",EMP4408,FTE,Montreal
EMP23619,Sales & Distribution,Senior Manager,2.3,155615,Developing,0.45,0.71,"Change Management, Project Management, Process Automation",EMP8653,Contract,Vancouver
EMP23620,Finance & Risk,Senior Manager,3.5,138676,Top,0.99,0.54,"Project Management, Compliance, Agile, Financial Modelling",EMP3458,FTE,Calgary
EMP23621,Operations,Analyst,5.7,70446,Meets,0.26,0.82,"Agile, Process Automation",EMP2932,FTE,Vancouver
EMP23622,Operations,Analyst,3.3,70371,Exceeds,0.68,0.95,"SQL, Agile, Financial Modelling",EMP6071,FTE,Toronto
EMP23623,Sales & Distribution,VP,1.8,275605,Meets,0.33,0.41,"Natural Language Processing, Compliance, Excel Advanced, Power BI",EMP9946,FTE,Remote
EMP23624,Technology,Analyst,0.6,72700,Exceeds,0.48,0.47,"Cloud Computing, Risk Assessment, Data Analysis, Strategic Planning",EMP8858,Contract,Calgary
EMP23625,Customer Experience,Senior Manager,0.8,152519,Meets,0.23,0.61,"Natural Language Processing, Machine Learning, Change Management",EMP5765,Contract,Toronto
EMP23626,Technology,Senior Analyst,0.9,89946,Exceeds,0.35,0.33,"Stakeholder Communication, Risk Assessment",EMP6384,Contract,Toronto
EMP23627,Technology,Senior Analyst,6.2,95440,Low,0.47,0.26,"Excel Advanced, Data Analysis, Strategic Planning, Stakeholder Communication, SQL",EMP4853,FTE,Toronto
EMP23628,Technology,Senior Analyst,1.0,88597,Exceeds,1.0,0.43,"Python, Risk Assessment, Machine Learning",EMP3259,FTE,Vancouver
EMP23629,Technology,Senior Manager,2.1,161782,Exceeds,0.47,0.41,"Cloud Computing, Stakeholder Communication",EMP7777,FTE,Calgary
EMP23630,Operations,Manager,1.2,120080,Exceeds,0.52,0.75,"Strategic Planning, Stakeholder Communication, Project Management",EMP3539,FTE,Toronto
EMP23631,Finance & Risk,Manager,8.6,116549,Developing,0.45,0.53,"Python, Compliance",EMP7002,FTE,Toronto
EMP23632,Sales & Distribution,Senior Analyst,1.2,88532,Meets,0.73,0.48,"Data Analysis, Power BI, Financial Modelling, Strategic Planning, SQL",EMP9447,FTE,Toronto
EMP23633,Customer Experience,Manager,6.6,122998,Developing,0.06,0.58,"Compliance, Stakeholder Communication, Risk Assessment, Natural Language Processing",EMP8059,FTE,Toronto
EMP23634,Operations,Analyst,0.5,56900,Developing,0.5,0.89,"Power BI, Process Automation",EMP8928,FTE,Vancouver
EMP23635,Operations,Director,5.4,200041,Developing,0.32,0.95,"Strategic Planning, Excel Advanced",EMP3015,FTE,Toronto
EMP23636,Finance & Risk,Manager,2.2,128802,Meets,0.47,0.56,"Cloud Computing, Machine Learning, Power BI, Agile",EMP8139,FTE,Vancouver
EMP23637,Operations,Manager,4.4,108618,Meets,0.04,0.82,"Risk Assessment, Agile",EMP7372,FTE,Toronto
EMP23638,Strategy & Analytics,Analyst,5.8,56059,Exceeds,0.48,0.18,"Risk Assessment, Stakeholder Communication, Agile, Python, Process Automation",EMP2838,FTE,Remote
EMP23639,Operations,Manager,1.5,120308,Developing,0.17,0.68,"Strategic Planning, Cloud Computing, Project Management",EMP6417,FTE,Remote
EMP23640,Sales & Distribution,Senior Analyst,6.5,92299,Meets,0.85,0.59,"Change Management, Natural Language Processing, Risk Assessment",EMP3714,FTE,Vancouver
EMP23641,Technology,Senior Analyst,11.8,97745,Exceeds,0.41,0.45,"Stakeholder Communication, Excel Advanced, Power BI, Project Management, Compliance",EMP1205,FTE,Toronto
EMP23642,Operations,Senior Analyst,1.5,95019,Low,0.38,0.87,"Power BI, Financial Modelling",EMP3807,Contract,Calgary
EMP23643,Operations,Analyst,0.7,64268,Meets,0.32,0.79,"Natural Language Processing, Python, Excel Advanced",EMP2544,FTE,Toronto
EMP23644,Operations,Senior Analyst,1.6,97747,Top,0.3,0.55,"Power BI, Cloud Computing",EMP9198,FTE,Vancouver
EMP23645,Technology,Analyst,2.2,62873,Developing,0.24,0.26,"Data Analysis, Python, Financial Modelling, Natural Language Processing",EMP8131,Contract,Montreal
EMP23646,Operations,Analyst,6.7,60726,Meets,0.18,0.63,"Stakeholder Communication, Risk Assessment",EMP2303,FTE,Remote
EMP23647,Technology,Senior Manager,4.4,166237,Exceeds,0.2,0.23,"Cloud Computing, Process Automation, Python",EMP7332,FTE,Montreal
EMP23648,Operations,Senior Manager,6.9,152959,Meets,0.46,0.75,"Process Automation, Change Management, Excel Advanced",EMP1340,FTE,Vancouver
EMP23649,Technology,Senior Analyst,1.3,93909,Exceeds,0.99,0.3,"Strategic Planning, Data Analysis",EMP9008,FTE,Remote
EMP23650,Sales & Distribution,Senior Analyst,0.1,87293,Exceeds,0.33,0.57,"Power BI, Stakeholder Communication, Python, Strategic Planning, Natural Language Processing",EMP9145,FTE,Montreal
EMP23651,Customer Experience,Senior Manager,0.0,164915,Meets,0.13,0.55,"Financial Modelling, Natural Language Processing",EMP3798,Contract,Montreal
EMP23652,Human Resources,Senior Manager,3.1,149671,Exceeds,0.51,0.32,"Natural Language Processing, Python, Change Management, Project Management, Data Analysis",EMP2137,FTE,Vancouver
EMP23653,Sales & Distribution,Senior Analyst,5.7,91926,Exceeds,0.73,0.57,"Risk Assessment, Power BI",EMP8110,FTE,Montreal
EMP23654,Technology,Senior Analyst,6.2,79611,Meets,0.04,0.25,"Stakeholder Communication, Natural Language Processing",EMP1178,FTE,Toronto
EMP23655,Finance & Risk,Analyst,0.9,58111,Meets,0.52,0.58,"Cloud Computing, Project Management, Excel Advanced, Process Automation, Power BI",EMP5803,FTE,Vancouver
EMP23656,Operations,Manager,1.8,115150,Developing,0.69,0.57,"Compliance, SQL, Project Management, Machine Learning",EMP5828,FTE,Remote
EMP23657,Finance & Risk,Senior Analyst,11.8,92859,Developing,0.06,0.6,"Cloud Computing, Stakeholder Communication, Agile, Change Management",EMP2529,FTE,Toronto
EMP23658,Technology,Senior Manager,8.6,161163,Meets,0.86,0.29,"Excel Advanced, Machine Learning, Process Automation",EMP3826,FTE,Calgary
EMP23659,Operations,VP,1.7,223876,Meets,0.35,0.9,"Power BI, Python, Change Management, Machine Learning, Agile",EMP5782,FTE,Vancouver
EMP23660,Sales & Distribution,Analyst,2.0,64624,Exceeds,0.09,0.47,"Change Management, Data Analysis, Project Management, Process Automation, Machine Learning",EMP4997,Contract,Toronto
EMP23661,Operations,Senior Manager,6.9,146302,Meets,0.4,0.71,"SQL, Financial Modelling",EMP7009,FTE,Montreal
EMP23662,Sales & Distribution,Manager,2.6,105148,Developing,0.09,0.7,"SQL, Natural Language Processing, Excel Advanced, Python, Cloud Computing",EMP3838,FTE,Vancouver
EMP23663,Human Resources,Analyst,9.7,69880,Developing,0.05,0.52,"Data Analysis, Python, Change Management, Project Management, Strategic Planning",EMP1752,FTE,Remote
EMP23664,Operations,Senior Analyst,5.3,78863,Meets,0.26,0.67,"Machine Learning, Change Management, Compliance, Python",EMP5410,FTE,Montreal
EMP23665,Sales & Distribution,Analyst,3.1,65966,Meets,0.35,0.46,"Cloud Computing, Excel Advanced, Machine Learning, Compliance, Data Analysis",EMP2239,FTE,Toronto
EMP23666,Finance & Risk,Analyst,3.4,67441,Meets,0.24,0.49,"Python, Financial Modelling",EMP1759,FTE,Vancouver
EMP23667,Strategy & Analytics,Senior Manager,2.3,151618,Top,0.36,0.35,"Process Automation, Power BI, Excel Advanced",EMP3772,FTE,Remote
EMP23668,Sales & Distribution,Manager,0.6,124393,Exceeds,0.12,0.51,"Power BI, Risk Assessment, Excel Advanced, Agile, Python",EMP5194,FTE,Vancouver
EMP23669,Compliance & Legal,Analyst,4.8,57117,Low,0.21,0.55,"Process Automation, Agile",EMP2580,Contract,Toronto
EMP23670,Operations,Manager,0.7,121029,Exceeds,0.78,0.8,"Agile, Power BI, Project Management, Process Automation, Risk Assessment",EMP4278,FTE,Vancouver
EMP23671,Compliance & Legal,Analyst,2.4,66887,Meets,0.23,0.44,"Data Analysis, Agile",EMP4682,FTE,Vancouver
EMP23672,Technology,Manager,6.7,116687,Developing,0.3,0.21,"Data Analysis, Risk Assessment",EMP7651,FTE,Montreal
EMP23673,Operations,Senior Manager,3.1,142837,Meets,0.43,0.95,"Data Analysis, Natural Language Processing, Power BI",EMP4560,FTE,Toronto
EMP23674,Operations,Manager,3.4,123121,Top,0.54,0.66,"Agile, Stakeholder Communication, Power BI, Financial Modelling, Cloud Computing",EMP3414,FTE,Toronto
EMP23675,Strategy & Analytics,Senior Manager,0.5,161158,Low,0.78,0.29,"Financial Modelling, Compliance, SQL, Project Management, Change Management",EMP4395,Contract,Toronto
EMP23676,Finance & Risk,Senior Manager,2.8,149768,Meets,0.43,0.63,"Strategic Planning, Change Management",EMP2892,FTE,Toronto
EMP23677,Finance & Risk,Analyst,0.2,72050,Meets,0.2,0.67,"Strategic Planning, Stakeholder Communication, Compliance, Agile",EMP1927,FTE,Calgary
EMP23678,Operations,Senior Manager,0.3,152805,Low,0.7,0.6,"Strategic Planning, Cloud Computing, Machine Learning, Agile",EMP9229,Contract,Vancouver
EMP23679,Customer Experience,Senior Analyst,4.9,84861,Meets,0.2,0.66,"Excel Advanced, Strategic Planning, Process Automation, Change Management, Python",EMP2469,FTE,Vancouver
EMP23680,Compliance & Legal,Senior Manager,9.5,145734,Exceeds,0.31,0.5,"Financial Modelling, Natural Language Processing",EMP2420,FTE,Montreal
EMP23681,Finance & Risk,Senior Analyst,1.3,77533,Meets,0.1,0.6,"Machine Learning, Agile, Natural Language Processing, Process Automation, Change Management",EMP2104,FTE,Remote
EMP23682,Operations,Analyst,16.3,65692,Meets,0.56,0.74,"Agile, Project Management, Natural Language Processing, Power BI",EMP3757,FTE,Vancouver
EMP23683,Strategy & Analytics,Analyst,0.7,66173,Top,1.0,0.29,"Project Management, Stakeholder Communication, Natural Language Processing, Process Automation",EMP8773,FTE,Vancouver
EMP23684,Compliance & Legal,C-Suite,4.4,422556,Developing,0.28,0.57,"Power BI, Cloud Computing, Financial Modelling, Risk Assessment",,FTE,Vancouver
EMP23685,Sales & Distribution,VP,1.6,275737,Meets,0.51,0.31,"Python, Natural Language Processing, Process Automation",EMP9007,FTE,Vancouver
EMP23686,Sales & Distribution,Manager,0.1,124794,Developing,0.79,0.59,"Change Management, Strategic Planning, Financial Modelling, Natural Language Processing, Python",EMP2221,FTE,Calgary
EMP23687,Customer Experience,Analyst,2.8,70216,Top,0.67,0.56,"Data Analysis, Project Management, Compliance, Python, Stakeholder Communication",EMP6901,FTE,Toronto
EMP23688,Finance & Risk,Senior Manager,6.3,147792,Meets,0.06,0.76,"Compliance, Power BI, SQL, Process Automation",EMP1674,FTE,Vancouver
EMP23689,Technology,Senior Analyst,0.7,82391,Meets,0.3,0.36,"Project Management, Stakeholder Communication, Machine Learning, Agile, Natural Language Processing",EMP7480,FTE,Toronto
EMP23690,Finance & Risk,Manager,18.1,127390,Low,0.32,0.46,"Project Management, Risk Assessment, Strategic Planning, Stakeholder Communication, Process Automation",EMP8971,FTE,Vancouver
EMP23691,Finance & Risk,Analyst,5.4,68121,Meets,0.36,0.78,"Process Automation, Strategic Planning",EMP6764,FTE,Vancouver
EMP23692,Operations,Senior Analyst,3.4,89471,Meets,0.13,0.51,"Compliance, Python",EMP1609,FTE,Toronto
EMP23693,Operations,Manager,2.6,117183,Developing,0.09,0.64,"SQL, Cloud Computing, Python, Risk Assessment",EMP8900,FTE,Remote
EMP23694,Customer Experience,Senior Manager,0.4,152664,Exceeds,0.61,0.73,"Change Management, Natural Language Processing",EMP9631,FTE,Toronto
EMP23695,Human Resources,Senior Manager,4.3,145864,Top,0.06,0.54,"Machine Learning, Data Analysis, Natural Language Processing",EMP6367,FTE,Vancouver
EMP23696,Technology,Manager,0.0,115111,Exceeds,0.85,0.3,"Change Management, Compliance, Data Analysis, Financial Modelling",EMP4838,Contract,Vancouver
EMP23697,Operations,Director,3.2,174890,Meets,0.38,0.68,"Natural Language Processing, SQL, Python, Cloud Computing",EMP8585,FTE,Calgary
EMP23698,Finance & Risk,Senior Analyst,6.9,79206,Meets,0.23,0.52,"Process Automation, Project Management",EMP1118,Contract,Remote
EMP23699,Strategy & Analytics,Analyst,0.1,62768,Exceeds,0.94,0.13,"Change Management, Stakeholder Communication",EMP3165,FTE,Toronto
EMP23700,Operations,Analyst,1.6,69040,Developing,0.9,0.95,"Compliance, Natural Language Processing, Process Automation, Python, Strategic Planning",EMP8313,FTE,Calgary
EMP23701,Finance & Risk,Senior Manager,3.8,156426,Meets,0.21,0.67,"Risk Assessment, Cloud Computing, Agile, Power BI, Process Automation",EMP2372,FTE,Remote
EMP23702,Technology,Analyst,1.7,63822,Exceeds,0.23,0.37,"Project Management, Strategic Planning, Power BI, Natural Language Processing, Process Automation",EMP7921,FTE,Toronto
EMP23703,Technology,Manager,0.6,101806,Meets,0.43,0.33,"Cloud Computing, Strategic Planning, Power BI, Project Management",EMP1724,FTE,Vancouver
EMP23704,Compliance & Legal,Director,1.9,181965,Top,0.34,0.33,"Risk Assessment, SQL, Power BI",EMP1178,FTE,Calgary
EMP23705,Operations,Senior Analyst,4.3,77473,Exceeds,0.12,0.48,"Risk Assessment, Data Analysis, Compliance, Stakeholder Communication",EMP2580,FTE,Montreal
EMP23706,Sales & Distribution,Analyst,2.5,59698,Exceeds,0.06,0.12,"Power BI, Machine Learning",EMP2734,FTE,Toronto
EMP23707,Finance & Risk,Senior Analyst,2.9,85931,Developing,0.25,0.63,"Python, Excel Advanced",EMP9998,Contract,Toronto
EMP23708,Technology,VP,1.8,291899,Exceeds,0.15,0.39,"Stakeholder Communication, Power BI, Risk Assessment, Excel Advanced",EMP8152,FTE,Calgary
EMP23709,Customer Experience,Senior Analyst,1.8,84840,Exceeds,0.61,0.53,"Natural Language Processing, Cloud Computing",EMP7255,FTE,Calgary
EMP23710,Finance & Risk,Director,1.6,188949,Meets,0.18,0.73,"Risk Assessment, Stakeholder Communication, Cloud Computing",EMP6767,FTE,Vancouver
EMP23711,Strategy & Analytics,Director,0.9,180899,Meets,0.93,0.29,"Natural Language Processing, Data Analysis, Machine Learning, Python, Strategic Planning",EMP7807,FTE,Toronto
